Addr,Block,CFO_100ppm,D_cm,LAoA_deg,LFoM,LPDoA_deg,RAoA_deg,Session Stopped,Status
0x0001,0,,,,,,,,Err
0x0002,0,695,243,0.0,0,0.0,0.0,,Ok
0x0001,1,,,,,,,,Err
0x0002,1,680,245,0.0,0,0.0,0.0,,Ok
0x0001,2,,,,,,,,Err
0x0002,2,694,265,0.0,0,0.0,0.0,,Ok
0x0001,3,,,,,,,,Err
0x0002,3,610,286,0.0,0,0.0,0.0,,Ok
0x0001,4,,,,,,,,Err
0x0002,4,616,280,0.0,0,0.0,0.0,,Ok
0x0001,5,,,,,,,,Err
0x0002,5,625,242,0.0,0,0.0,0.0,,Ok
0x0001,6,,,,,,,,Err
0x0002,6,636,250,0.0,0,0.0,0.0,,Ok
0x0001,7,,,,,,,,Err
0x0002,7,657,259,0.0,0,0.0,0.0,,Ok
0x0001,8,,,,,,,,Err
0x0002,8,646,253,0.0,0,0.0,0.0,,Ok
0x0001,9,,,,,,,,Err
0x0002,9,642,250,0.0,0,0.0,0.0,,Ok
0x0001,10,,,,,,,,Err
0x0002,10,631,253,0.0,0,0.0,0.0,,Ok
0x0001,11,,,,,,,,Err
0x0002,11,633,250,0.0,0,0.0,0.0,,Ok
0x0001,12,,,,,,,,Err
0x0002,12,676,268,0.0,0,0.0,0.0,,Ok
0x0001,13,,,,,,,,Err
0x0002,13,648,277,0.0,0,0.0,0.0,,Ok
0x0001,14,,,,,,,,Err
0x0002,14,622,267,0.0,0,0.0,0.0,,Ok
0x0001,15,,,,,,,,Err
0x0002,15,625,274,0.0,0,0.0,0.0,,Ok
0x0001,16,,,,,,,,Err
0x0002,16,630,272,0.0,0,0.0,0.0,,Ok
0x0001,17,,,,,,,,Err
0x0002,17,630,279,0.0,0,0.0,0.0,,Ok
0x0001,18,,,,,,,,Err
0x0002,18,652,265,0.0,0,0.0,0.0,,Ok
0x0001,19,,,,,,,,Err
0x0002,19,643,260,0.0,0,0.0,0.0,,Ok
0x0001,20,,,,,,,,Err
0x0002,20,666,261,0.0,0,0.0,0.0,,Ok
0x0001,21,,,,,,,,Err
0x0002,21,667,264,0.0,0,0.0,0.0,,Ok
0x0001,22,,,,,,,,Err
0x0002,22,666,269,0.0,0,0.0,0.0,,Ok
0x0001,23,,,,,,,,Err
0x0002,23,639,276,0.0,0,0.0,0.0,,Ok
0x0001,24,,,,,,,,Err
0x0002,24,648,280,0.0,0,0.0,0.0,,Ok
0x0001,25,,,,,,,,Err
0x0002,25,649,275,0.0,0,0.0,0.0,,Ok
0x0001,26,,,,,,,,Err
0x0002,26,634,277,0.0,0,0.0,0.0,,Ok
0x0001,27,,,,,,,,Err
0x0002,27,627,271,0.0,0,0.0,0.0,,Ok
0x0001,28,,,,,,,,Err
0x0002,28,654,273,0.0,0,0.0,0.0,,Ok
0x0001,29,,,,,,,,Err
0x0002,29,652,271,0.0,0,0.0,0.0,,Ok
0x0001,30,,,,,,,,Err
0x0002,30,636,263,0.0,0,0.0,0.0,,Ok
0x0001,31,,,,,,,,Err
0x0002,31,661,277,0.0,0,0.0,0.0,,Ok
0x0001,32,,,,,,,,Err
0x0002,32,639,271,0.0,0,0.0,0.0,,Ok
0x0001,33,,,,,,,,Err
0x0002,33,654,267,0.0,0,0.0,0.0,,Ok
0x0001,34,,,,,,,,Err
0x0002,34,630,259,0.0,0,0.0,0.0,,Ok
0x0001,35,,,,,,,,Err
0x0002,35,645,270,0.0,0,0.0,0.0,,Ok
0x0001,36,,,,,,,,Err
0x0002,36,637,267,0.0,0,0.0,0.0,,Ok
0x0001,37,,,,,,,,Err
0x0002,37,661,275,0.0,0,0.0,0.0,,Ok
0x0001,38,,,,,,,,Err
0x0002,38,627,255,0.0,0,0.0,0.0,,Ok
0x0001,39,,,,,,,,Err
0x0002,39,651,257,0.0,0,0.0,0.0,,Ok
0x0001,40,,,,,,,,Err
0x0002,40,630,257,0.0,0,0.0,0.0,,Ok
0x0001,41,,,,,,,,Err
0x0002,41,664,253,0.0,0,0.0,0.0,,Ok
0x0001,42,,,,,,,,Err
0x0002,42,624,251,0.0,0,0.0,0.0,,Ok
0x0001,43,,,,,,,,Err
0x0002,43,654,249,0.0,0,0.0,0.0,,Ok
0x0001,44,,,,,,,,Err
0x0002,44,651,253,0.0,0,0.0,0.0,,Ok
0x0001,45,,,,,,,,Err
0x0002,45,634,252,0.0,0,0.0,0.0,,Ok
