Addr,Block,CFO_100ppm,D_cm,LAoA_deg,LFoM,LPDoA_deg,RAoA_deg,Session Stopped,Status
0x0001,0,,,,,,,,Err
0x0002,0,727,16,0.0,0,0.0,0.0,,Ok
0x0001,1,,,,,,,,Err
0x0002,1,689,21,0.0,0,0.0,0.0,,Ok
0x0001,2,,,,,,,,Err
0x0002,2,694,19,0.0,0,0.0,0.0,,Ok
0x0001,3,,,,,,,,Err
0x0002,3,691,17,0.0,0,0.0,0.0,,Ok
0x0001,4,,,,,,,,Err
0x0002,4,703,18,0.0,0,0.0,0.0,,Ok
0x0001,5,,,,,,,,Err
0x0002,5,527,18,0.0,0,0.0,0.0,,Ok
0x0001,6,,,,,,,,Err
0x0002,6,542,16,0.0,0,0.0,0.0,,Ok
0x0001,7,,,,,,,,Err
0x0002,7,597,15,0.0,0,0.0,0.0,,Ok
0x0001,8,,,,,,,,Err
0x0002,8,609,18,0.0,0,0.0,0.0,,Ok
0x0001,9,,,,,,,,Err
0x0002,9,582,16,0.0,0,0.0,0.0,,Ok
0x0001,10,,,,,,,,Err
0x0002,10,610,20,0.0,0,0.0,0.0,,Ok
0x0001,11,,,,,,,,Err
0x0002,11,588,16,0.0,0,0.0,0.0,,Ok
0x0001,12,,,,,,,,Err
0x0002,12,609,18,0.0,0,0.0,0.0,,Ok
0x0001,13,,,,,,,,Err
0x0002,13,597,16,0.0,0,0.0,0.0,,Ok
0x0001,14,,,,,,,,Err
0x0002,14,588,17,0.0,0,0.0,0.0,,Ok
0x0001,15,,,,,,,,Err
0x0002,15,597,12,0.0,0,0.0,0.0,,Ok
0x0001,16,,,,,,,,Err
0x0002,16,615,14,0.0,0,0.0,0.0,,Ok
0x0001,17,,,,,,,,Err
0x0002,17,581,18,0.0,0,0.0,0.0,,Ok
0x0001,18,,,,,,,,Err
0x0002,18,607,19,0.0,0,0.0,0.0,,Ok
0x0001,19,,,,,,,,Err
0x0002,19,594,18,0.0,0,0.0,0.0,,Ok
0x0001,20,,,,,,,,Err
0x0002,20,602,19,0.0,0,0.0,0.0,,Ok
0x0001,21,,,,,,,,Err
0x0002,21,604,14,0.0,0,0.0,0.0,,Ok
0x0001,22,,,,,,,,Err
0x0002,22,585,16,0.0,0,0.0,0.0,,Ok
0x0001,23,,,,,,,,Err
0x0002,23,610,16,0.0,0,0.0,0.0,,Ok
0x0001,24,,,,,,,,Err
0x0002,24,619,17,0.0,0,0.0,0.0,,Ok
0x0001,25,,,,,,,,Err
0x0002,25,588,16,0.0,0,0.0,0.0,,Ok
0x0001,26,,,,,,,,Err
0x0002,26,602,19,0.0,0,0.0,0.0,,Ok
0x0001,27,,,,,,,,Err
0x0002,27,610,17,0.0,0,0.0,0.0,,Ok
0x0001,28,,,,,,,,Err
0x0002,28,600,18,0.0,0,0.0,0.0,,Ok
0x0001,29,,,,,,,,Err
0x0002,29,610,19,0.0,0,0.0,0.0,,Ok
0x0001,30,,,,,,,,Err
0x0002,30,593,19,0.0,0,0.0,0.0,,Ok
0x0001,31,,,,,,,,Err
0x0002,31,594,17,0.0,0,0.0,0.0,,Ok
0x0001,32,,,,,,,,Err
0x0002,32,597,15,0.0,0,0.0,0.0,,Ok
0x0001,33,,,,,,,,Err
0x0002,33,593,18,0.0,0,0.0,0.0,,Ok
0x0001,34,,,,,,,,Err
0x0002,34,588,19,0.0,0,0.0,0.0,,Ok
0x0001,35,,,,,,,,Err
0x0002,35,606,18,0.0,0,0.0,0.0,,Ok
0x0001,36,,,,,,,,Err
0x0002,36,591,18,0.0,0,0.0,0.0,,Ok
0x0001,37,,,,,,,,Err
0x0002,37,609,17,0.0,0,0.0,0.0,,Ok
0x0001,38,,,,,,,,Err
0x0002,38,615,17,0.0,0,0.0,0.0,,Ok
0x0001,39,,,,,,,,Err
0x0002,39,599,18,0.0,0,0.0,0.0,,Ok
0x0001,40,,,,,,,,Err
0x0002,40,590,17,0.0,0,0.0,0.0,,Ok
0x0001,41,,,,,,,,Err
0x0002,41,602,16,0.0,0,0.0,0.0,,Ok
0x0001,42,,,,,,,,Err
0x0002,42,616,16,0.0,0,0.0,0.0,,Ok
0x0001,43,,,,,,,,Err
0x0002,43,618,17,0.0,0,0.0,0.0,,Ok
0x0001,44,,,,,,,,Err
0x0002,44,615,18,0.0,0,0.0,0.0,,Ok
0x0001,45,,,,,,,,Err
0x0002,45,606,17,0.0,0,0.0,0.0,,Ok
0x0001,46,,,,,,,,Err
0x0002,46,596,19,0.0,0,0.0,0.0,,Ok
0x0001,47,,,,,,,,Err
0x0002,47,615,18,0.0,0,0.0,0.0,,Ok
0x0001,48,,,,,,,,Err
0x0002,48,599,15,0.0,0,0.0,0.0,,Ok
0x0001,49,,,,,,,,Err
0x0002,49,618,16,0.0,0,0.0,0.0,,Ok
0x0001,50,,,,,,,,Err
0x0002,50,633,18,0.0,0,0.0,0.0,,Ok
0x0001,51,,,,,,,,Err
0x0002,51,599,17,0.0,0,0.0,0.0,,Ok
0x0001,52,,,,,,,,Err
0x0002,52,613,16,0.0,0,0.0,0.0,,Ok
0x0001,53,,,,,,,,Err
0x0002,53,593,19,0.0,0,0.0,0.0,,Ok
0x0001,54,,,,,,,,Err
0x0002,54,597,16,0.0,0,0.0,0.0,,Ok
0x0001,55,,,,,,,,Err
0x0002,55,588,18,0.0,0,0.0,0.0,,Ok
0x0001,56,,,,,,,,Err
0x0002,56,610,17,0.0,0,0.0,0.0,,Ok
0x0001,57,,,,,,,,Err
0x0002,57,602,15,0.0,0,0.0,0.0,,Ok
0x0001,58,,,,,,,,Err
0x0002,58,612,14,0.0,0,0.0,0.0,,Ok
0x0001,59,,,,,,,,Err
0x0002,59,604,15,0.0,0,0.0,0.0,,Ok
0x0001,60,,,,,,,,Err
0x0002,60,618,19,0.0,0,0.0,0.0,,Ok
0x0001,61,,,,,,,,Err
0x0002,61,615,17,0.0,0,0.0,0.0,,Ok
0x0001,62,,,,,,,,Err
0x0002,62,597,14,0.0,0,0.0,0.0,,Ok
0x0001,63,,,,,,,,Err
0x0002,63,602,17,0.0,0,0.0,0.0,,Ok
0x0001,64,,,,,,,,Err
0x0002,64,596,16,0.0,0,0.0,0.0,,Ok
0x0001,65,,,,,,,,Err
0x0002,65,610,17,0.0,0,0.0,0.0,,Ok
0x0001,66,,,,,,,,Err
0x0002,66,602,17,0.0,0,0.0,0.0,,Ok
0x0001,67,,,,,,,,Err
0x0002,67,588,18,0.0,0,0.0,0.0,,Ok
0x0001,68,,,,,,,,Err
0x0002,68,618,17,0.0,0,0.0,0.0,,Ok
0x0001,69,,,,,,,,Err
0x0002,69,627,16,0.0,0,0.0,0.0,,Ok
0x0001,70,,,,,,,,Err
0x0002,70,613,18,0.0,0,0.0,0.0,,Ok
0x0001,71,,,,,,,,Err
0x0002,71,603,17,0.0,0,0.0,0.0,,Ok
0x0001,72,,,,,,,,Err
0x0002,72,616,16,0.0,0,0.0,0.0,,Ok
0x0001,73,,,,,,,,Err
0x0002,73,624,15,0.0,0,0.0,0.0,,Ok
0x0001,74,,,,,,,,Err
0x0002,74,618,14,0.0,0,0.0,0.0,,Ok
0x0001,75,,,,,,,,Err
0x0002,75,615,15,0.0,0,0.0,0.0,,Ok
0x0001,76,,,,,,,,Err
0x0002,76,600,16,0.0,0,0.0,0.0,,Ok
0x0001,77,,,,,,,,Err
0x0002,77,596,18,0.0,0,0.0,0.0,,Ok
0x0001,78,,,,,,,,Err
0x0002,78,,,,,,,,Err
0x0001,79,,,,,,,,Err
0x0002,79,606,17,0.0,0,0.0,0.0,,Ok
0x0001,80,,,,,,,,Err
0x0002,80,630,17,0.0,0,0.0,0.0,,Ok
0x0001,81,,,,,,,,Err
0x0002,81,,,,,,,,Err
0x0001,82,,,,,,,,Err
0x0002,82,,,,,,,,Err
0x0001,83,,,,,,,,Err
0x0002,83,,,,,,,,Err
0x0001,84,,,,,,,,Err
0x0002,84,612,18,0.0,0,0.0,0.0,,Ok
0x0001,85,,,,,,,,Err
0x0002,85,594,17,0.0,0,0.0,0.0,,Ok
0x0001,86,,,,,,,,Err
0x0002,86,642,20,0.0,0,0.0,0.0,,Ok
0x0001,87,,,,,,,,Err
0x0002,87,600,17,0.0,0,0.0,0.0,,Ok
0x0001,88,,,,,,,,Err
0x0002,88,610,16,0.0,0,0.0,0.0,,Ok
0x0001,89,,,,,,,,Err
0x0002,89,610,15,0.0,0,0.0,0.0,,Ok
0x0001,90,,,,,,,,Err
0x0002,90,622,14,0.0,0,0.0,0.0,,Ok
0x0001,91,,,,,,,,Err
0x0002,91,619,16,0.0,0,0.0,0.0,,Ok
0x0001,92,,,,,,,,Err
0x0002,92,615,14,0.0,0,0.0,0.0,,Ok
0x0001,93,,,,,,,,Err
0x0002,93,615,16,0.0,0,0.0,0.0,,Ok
0x0001,94,,,,,,,,Err
0x0002,94,588,14,0.0,0,0.0,0.0,,Ok
0x0001,95,,,,,,,,Err
0x0002,95,603,17,0.0,0,0.0,0.0,,Ok
0x0001,96,,,,,,,,Err
0x0002,96,,,,,,,,Err
0x0001,97,,,,,,,,Err
0x0002,97,606,15,0.0,0,0.0,0.0,,Ok
0x0001,98,,,,,,,,Err
0x0002,98,613,16,0.0,0,0.0,0.0,,Ok
0x0001,99,,,,,,,,Err
0x0002,99,633,17,0.0,0,0.0,0.0,,Ok
0x0001,100,,,,,,,,Err
0x0002,100,625,15,0.0,0,0.0,0.0,,Ok
0x0001,101,,,,,,,,Err
0x0002,101,622,15,0.0,0,0.0,0.0,,Ok
0x0001,102,,,,,,,,Err
0x0002,102,,,,,,,,Err
0x0001,103,,,,,,,,Err
0x0002,103,,,,,,,,Err
0x0001,104,,,,,,,,Err
0x0002,104,630,18,0.0,0,0.0,0.0,,Ok
0x0001,105,,,,,,,,Err
0x0002,105,621,16,0.0,0,0.0,0.0,,Ok
0x0001,106,,,,,,,,Err
0x0002,106,619,16,0.0,0,0.0,0.0,,Ok
0x0001,107,,,,,,,,Err
0x0002,107,599,15,0.0,0,0.0,0.0,,Ok
0x0001,108,,,,,,,,Err
0x0002,108,625,18,0.0,0,0.0,0.0,,Ok
0x0001,109,,,,,,,,Err
0x0002,109,616,15,0.0,0,0.0,0.0,,Ok
0x0001,110,,,,,,,,Err
0x0002,110,610,17,0.0,0,0.0,0.0,,Ok
0x0001,111,,,,,,,,Err
0x0002,111,624,19,0.0,0,0.0,0.0,,Ok
0x0001,112,,,,,,,,Err
0x0002,112,643,16,0.0,0,0.0,0.0,,Ok
0x0001,113,,,,,,,,Err
0x0002,113,622,17,0.0,0,0.0,0.0,,Ok
0x0001,114,,,,,,,,Err
0x0002,114,602,18,0.0,0,0.0,0.0,,Ok
0x0001,115,,,,,,,,Err
0x0002,115,624,15,0.0,0,0.0,0.0,,Ok
0x0001,116,,,,,,,,Err
0x0002,116,596,15,0.0,0,0.0,0.0,,Ok
0x0001,117,,,,,,,,Err
0x0002,117,599,17,0.0,0,0.0,0.0,,Ok
0x0001,118,,,,,,,,Err
0x0002,118,624,17,0.0,0,0.0,0.0,,Ok
0x0001,119,,,,,,,,Err
0x0002,119,619,17,0.0,0,0.0,0.0,,Ok
0x0001,120,,,,,,,,Err
0x0002,120,616,15,0.0,0,0.0,0.0,,Ok
0x0001,121,,,,,,,,Err
0x0002,121,613,18,0.0,0,0.0,0.0,,Ok
0x0001,122,,,,,,,,Err
0x0002,122,634,19,0.0,0,0.0,0.0,,Ok
0x0001,123,,,,,,,,Err
0x0002,123,621,15,0.0,0,0.0,0.0,,Ok
0x0001,124,,,,,,,,Err
0x0002,124,603,18,0.0,0,0.0,0.0,,Ok
0x0001,125,,,,,,,,Err
0x0002,125,618,14,0.0,0,0.0,0.0,,Ok
0x0001,126,,,,,,,,Err
0x0002,126,630,15,0.0,0,0.0,0.0,,Ok
0x0001,127,,,,,,,,Err
0x0002,127,600,15,0.0,0,0.0,0.0,,Ok
0x0001,128,,,,,,,,Err
0x0002,128,619,18,0.0,0,0.0,0.0,,Ok
0x0001,129,,,,,,,,Err
0x0002,129,607,13,0.0,0,0.0,0.0,,Ok
0x0001,130,,,,,,,,Err
0x0002,130,613,15,0.0,0,0.0,0.0,,Ok
0x0001,131,,,,,,,,Err
0x0002,131,602,16,0.0,0,0.0,0.0,,Ok
0x0001,132,,,,,,,,Err
0x0002,132,610,15,0.0,0,0.0,0.0,,Ok
0x0001,133,,,,,,,,Err
0x0002,133,637,14,0.0,0,0.0,0.0,,Ok
0x0001,134,,,,,,,,Err
0x0002,134,602,15,0.0,0,0.0,0.0,,Ok
0x0001,135,,,,,,,,Err
0x0002,135,602,18,0.0,0,0.0,0.0,,Ok
0x0001,136,,,,,,,,Err
0x0002,136,585,16,0.0,0,0.0,0.0,,Ok
0x0001,137,,,,,,,,Err
0x0002,137,630,16,0.0,0,0.0,0.0,,Ok
0x0001,138,,,,,,,,Err
0x0002,138,625,15,0.0,0,0.0,0.0,,Ok
0x0001,139,,,,,,,,Err
0x0002,139,630,14,0.0,0,0.0,0.0,,Ok
0x0001,140,,,,,,,,Err
0x0002,140,631,14,0.0,0,0.0,0.0,,Ok
0x0001,141,,,,,,,,Err
0x0002,141,625,15,0.0,0,0.0,0.0,,Ok
0x0001,142,,,,,,,,Err
0x0002,142,630,16,0.0,0,0.0,0.0,,Ok
0x0001,143,,,,,,,,Err
0x0002,143,606,12,0.0,0,0.0,0.0,,Ok
0x0001,144,,,,,,,,Err
0x0002,144,594,14,0.0,0,0.0,0.0,,Ok
0x0001,145,,,,,,,,Err
0x0002,145,628,13,0.0,0,0.0,0.0,,Ok
0x0001,146,,,,,,,,Err
0x0002,146,619,14,0.0,0,0.0,0.0,,Ok
0x0001,147,,,,,,,,Err
0x0002,147,616,17,0.0,0,0.0,0.0,,Ok
0x0001,148,,,,,,,,Err
0x0002,148,604,15,0.0,0,0.0,0.0,,Ok
0x0001,149,,,,,,,,Err
0x0002,149,622,15,0.0,0,0.0,0.0,,Ok
0x0001,150,,,,,,,,Err
0x0002,150,622,16,0.0,0,0.0,0.0,,Ok
0x0001,151,,,,,,,,Err
0x0002,151,622,17,0.0,0,0.0,0.0,,Ok
0x0001,152,,,,,,,,Err
0x0002,152,610,16,0.0,0,0.0,0.0,,Ok
0x0001,153,,,,,,,,Err
0x0002,153,613,16,0.0,0,0.0,0.0,,Ok
0x0001,154,,,,,,,,Err
0x0002,154,613,17,0.0,0,0.0,0.0,,Ok
0x0001,155,,,,,,,,Err
0x0002,155,636,18,0.0,0,0.0,0.0,,Ok
0x0001,156,,,,,,,,Err
0x0002,156,606,15,0.0,0,0.0,0.0,,Ok
0x0001,157,,,,,,,,Err
0x0002,157,593,18,0.0,0,0.0,0.0,,Ok
0x0001,158,,,,,,,,Err
0x0002,158,619,16,0.0,0,0.0,0.0,,Ok
0x0001,159,,,,,,,,Err
0x0002,159,630,16,0.0,0,0.0,0.0,,Ok
0x0001,160,,,,,,,,Err
0x0002,160,625,14,0.0,0,0.0,0.0,,Ok
0x0001,161,,,,,,,,Err
0x0002,161,621,20,0.0,0,0.0,0.0,,Ok
0x0001,162,,,,,,,,Err
0x0002,162,630,15,0.0,0,0.0,0.0,,Ok
0x0001,163,,,,,,,,Err
0x0002,163,618,15,0.0,0,0.0,0.0,,Ok
0x0001,164,,,,,,,,Err
