block_index,distance[cm],mac_address,n_measurements,sequence_number,session_handle,status
0,182,0x0001,1,0,1,SUCCESS
1,181,0x0001,1,1,1,SUCCESS
2,181,0x0001,1,2,1,SUCCESS
3,235,0x0001,1,3,1,SUCCESS
4,167,0x0001,1,4,1,SUCCESS
5,226,0x0001,1,5,1,SUCCESS
6,229,0x0001,1,6,1,SUCCESS
7,220,0x0001,1,7,1,SUCCESS
8,204,0x0001,1,8,1,SUCCESS
9,236,0x0001,1,9,1,SUCCESS
10,226,0x0001,1,10,1,SUCCESS
11,234,0x0001,1,11,1,SUCCESS
12,219,0x0001,1,12,1,SUCCESS
13,225,0x0001,1,13,1,SUCCESS
14,227,0x0001,1,14,1,SUCCESS
15,228,0x0001,1,15,1,SUCCESS
16,225,0x0001,1,16,1,SUCCESS
17,223,0x0001,1,17,1,SUCCESS
18,227,0x0001,1,18,1,SUCCESS
19,225,0x0001,1,19,1,SUCCESS
20,226,0x0001,1,20,1,SUCCESS
21,234,0x0001,1,21,1,SUCCESS
22,204,0x0001,1,22,1,SUCCESS
23,192,0x0001,1,23,1,SUCCESS
24,210,0x0001,1,24,1,SUCCESS
25,219,0x0001,1,25,1,SUCCESS
26,212,0x0001,1,26,1,SUCCESS
27,217,0x0001,1,27,1,SUCCESS
28,225,0x0001,1,28,1,SUCCESS
29,233,0x0001,1,29,1,SUCCESS
30,237,0x0001,1,30,1,SUCCESS
31,177,0x0001,1,31,1,SUCCESS
32,162,0x0001,1,32,1,SUCCESS
33,161,0x0001,1,33,1,SUCCESS
34,155,0x0001,1,34,1,SUCCESS
35,155,0x0001,1,35,1,SUCCESS
36,156,0x0001,1,36,1,SUCCESS
37,155,0x0001,1,37,1,SUCCESS
38,149,0x0001,1,38,1,SUCCESS
39,160,0x0001,1,39,1,SUCCESS
40,156,0x0001,1,40,1,SUCCESS
41,153,0x0001,1,41,1,SUCCESS
42,149,0x0001,1,42,1,SUCCESS
43,152,0x0001,1,43,1,SUCCESS
44,153,0x0001,1,44,1,SUCCESS
45,152,0x0001,1,45,1,SUCCESS
46,150,0x0001,1,46,1,SUCCESS
47,155,0x0001,1,47,1,SUCCESS
48,157,0x0001,1,48,1,SUCCESS
49,155,0x0001,1,49,1,SUCCESS
50,153,0x0001,1,50,1,SUCCESS
51,155,0x0001,1,51,1,SUCCESS
52,156,0x0001,1,52,1,SUCCESS
53,157,0x0001,1,53,1,SUCCESS
54,160,0x0001,1,54,1,SUCCESS
