block_index,distance[cm],mac_address,n_measurements,sequence_number,session_handle,status
0,47,0x0001,1,0,1,SUCCESS
1,55,0x0001,1,1,1,SUCCESS
2,51,0x0001,1,2,1,SUCCESS
3,43,0x0001,1,3,1,SUCCESS
4,44,0x0001,1,4,1,SUCCESS
5,46,0x0001,1,5,1,SUCCESS
6,46,0x0001,1,6,1,SUCCESS
7,47,0x0001,1,7,1,SUCCESS
8,46,0x0001,1,8,1,SUCCESS
9,49,0x0001,1,9,1,SUCCESS
10,49,0x0001,1,10,1,SUCCESS
11,51,0x0001,1,11,1,SUCCESS
12,54,0x0001,1,12,1,SUCCESS
13,61,0x0001,1,13,1,SUCCESS
14,77,0x0001,1,14,1,SUCCESS
15,75,0x0001,1,15,1,SUCCESS
16,75,0x0001,1,16,1,SUCCESS
17,72,0x0001,1,17,1,SUCCESS
18,70,0x0001,1,18,1,SUCCESS
19,71,0x0001,1,19,1,SUCCESS
20,71,0x0001,1,20,1,SUCCESS
21,70,0x0001,1,21,1,SUCCESS
22,68,0x0001,1,22,1,SUCCESS
23,69,0x0001,1,23,1,SUCCESS
24,66,0x0001,1,24,1,SUCCESS
25,64,0x0001,1,25,1,SUCCESS
26,67,0x0001,1,26,1,SUCCESS
27,63,0x0001,1,27,1,SUCCESS
28,63,0x0001,1,28,1,SUCCESS
29,60,0x0001,1,29,1,SUCCESS
30,63,0x0001,1,30,1,SUCCESS
31,61,0x0001,1,31,1,SUCCESS
32,58,0x0001,1,32,1,SUCCESS
33,60,0x0001,1,33,1,SUCCESS
34,56,0x0001,1,34,1,SUCCESS
35,55,0x0001,1,35,1,SUCCESS
36,58,0x0001,1,36,1,SUCCESS
37,55,0x0001,1,37,1,SUCCESS
38,59,0x0001,1,38,1,SUCCESS
39,56,0x0001,1,39,1,SUCCESS
40,49,0x0001,1,40,1,SUCCESS
41,46,0x0001,1,41,1,SUCCESS
42,46,0x0001,1,42,1,SUCCESS
43,51,0x0001,1,43,1,SUCCESS
44,52,0x0001,1,44,1,SUCCESS
45,53,0x0001,1,45,1,SUCCESS
46,52,0x0001,1,46,1,SUCCESS
47,52,0x0001,1,47,1,SUCCESS
48,52,0x0001,1,48,1,SUCCESS
49,49,0x0001,1,49,1,SUCCESS
50,49,0x0001,1,50,1,SUCCESS
51,48,0x0001,1,51,1,SUCCESS
52,49,0x0001,1,52,1,SUCCESS
53,49,0x0001,1,53,1,SUCCESS
54,49,0x0001,1,54,1,SUCCESS
55,48,0x0001,1,55,1,SUCCESS
56,49,0x0001,1,56,1,SUCCESS
57,46,0x0001,1,57,1,SUCCESS
58,49,0x0001,1,58,1,SUCCESS
59,43,0x0001,1,59,1,SUCCESS
60,46,0x0001,1,60,1,SUCCESS
61,44,0x0001,1,61,1,SUCCESS
62,45,0x0001,1,62,1,SUCCESS
63,46,0x0001,1,63,1,SUCCESS
64,46,0x0001,1,64,1,SUCCESS
65,44,0x0001,1,65,1,SUCCESS
66,44,0x0001,1,66,1,SUCCESS
67,45,0x0001,1,67,1,SUCCESS
68,46,0x0001,1,68,1,SUCCESS
69,46,0x0001,1,69,1,SUCCESS
70,46,0x0001,1,70,1,SUCCESS
71,44,0x0001,1,71,1,SUCCESS
72,48,0x0001,1,72,1,SUCCESS
73,46,0x0001,1,73,1,SUCCESS
74,51,0x0001,1,74,1,SUCCESS
75,49,0x0001,1,75,1,SUCCESS
76,52,0x0001,1,76,1,SUCCESS
77,46,0x0001,1,77,1,SUCCESS
78,51,0x0001,1,78,1,SUCCESS
79,52,0x0001,1,79,1,SUCCESS
80,52,0x0001,1,80,1,SUCCESS
81,52,0x0001,1,81,1,SUCCESS
82,51,0x0001,1,82,1,SUCCESS
83,50,0x0001,1,83,1,SUCCESS
84,48,0x0001,1,84,1,SUCCESS
85,48,0x0001,1,85,1,SUCCESS
86,50,0x0001,1,86,1,SUCCESS
87,48,0x0001,1,87,1,SUCCESS
88,44,0x0001,1,88,1,SUCCESS
89,47,0x0001,1,89,1,SUCCESS
90,55,0x0001,1,90,1,SUCCESS
91,49,0x0001,1,91,1,SUCCESS
92,49,0x0001,1,92,1,SUCCESS
93,56,0x0001,1,93,1,SUCCESS
94,51,0x0001,1,94,1,SUCCESS
95,45,0x0001,1,95,1,SUCCESS
96,48,0x0001,1,96,1,SUCCESS
97,51,0x0001,1,97,1,SUCCESS
98,51,0x0001,1,98,1,SUCCESS
99,53,0x0001,1,99,1,SUCCESS
100,49,0x0001,1,100,1,SUCCESS
101,51,0x0001,1,101,1,SUCCESS
102,48,0x0001,1,102,1,SUCCESS
103,50,0x0001,1,103,1,SUCCESS
104,54,0x0001,1,104,1,SUCCESS
105,54,0x0001,1,105,1,SUCCESS
106,58,0x0001,1,106,1,SUCCESS
107,49,0x0001,1,107,1,SUCCESS
108,53,0x0001,1,108,1,SUCCESS
109,51,0x0001,1,109,1,SUCCESS
110,48,0x0001,1,110,1,SUCCESS
111,56,0x0001,1,111,1,SUCCESS
112,56,0x0001,1,112,1,SUCCESS
113,57,0x0001,1,113,1,SUCCESS
114,53,0x0001,1,114,1,SUCCESS
115,53,0x0001,1,115,1,SUCCESS
116,54,0x0001,1,116,1,SUCCESS
117,55,0x0001,1,117,1,SUCCESS
118,57,0x0001,1,118,1,SUCCESS
119,58,0x0001,1,119,1,SUCCESS
120,61,0x0001,1,120,1,SUCCESS
121,55,0x0001,1,121,1,SUCCESS
122,56,0x0001,1,122,1,SUCCESS
123,55,0x0001,1,123,1,SUCCESS
124,50,0x0001,1,124,1,SUCCESS
125,52,0x0001,1,125,1,SUCCESS
126,53,0x0001,1,126,1,SUCCESS
127,54,0x0001,1,127,1,SUCCESS
128,47,0x0001,1,128,1,SUCCESS
129,46,0x0001,1,129,1,SUCCESS
130,55,0x0001,1,130,1,SUCCESS
131,52,0x0001,1,131,1,SUCCESS
132,55,0x0001,1,132,1,SUCCESS
133,60,0x0001,1,133,1,SUCCESS
134,59,0x0001,1,134,1,SUCCESS
135,53,0x0001,1,135,1,SUCCESS
136,41,0x0001,1,136,1,SUCCESS
137,43,0x0001,1,137,1,SUCCESS
138,40,0x0001,1,138,1,SUCCESS
139,44,0x0001,1,139,1,SUCCESS
140,58,0x0001,1,140,1,SUCCESS
141,62,0x0001,1,141,1,SUCCESS
142,45,0x0001,1,142,1,SUCCESS
143,53,0x0001,1,143,1,SUCCESS
144,63,0x0001,1,144,1,SUCCESS
145,63,0x0001,1,145,1,SUCCESS
146,69,0x0001,1,146,1,SUCCESS
147,66,0x0001,1,147,1,SUCCESS
148,70,0x0001,1,148,1,SUCCESS
149,70,0x0001,1,149,1,SUCCESS
150,69,0x0001,1,150,1,SUCCESS
151,68,0x0001,1,151,1,SUCCESS
152,65,0x0001,1,152,1,SUCCESS
153,62,0x0001,1,153,1,SUCCESS
154,64,0x0001,1,154,1,SUCCESS
155,62,0x0001,1,155,1,SUCCESS
156,62,0x0001,1,156,1,SUCCESS
157,61,0x0001,1,157,1,SUCCESS
158,61,0x0001,1,158,1,SUCCESS
159,60,0x0001,1,159,1,SUCCESS
160,54,0x0001,1,160,1,SUCCESS
161,54,0x0001,1,161,1,SUCCESS
162,54,0x0001,1,162,1,SUCCESS
163,56,0x0001,1,163,1,SUCCESS
164,56,0x0001,1,164,1,SUCCESS
165,53,0x0001,1,165,1,SUCCESS
166,52,0x0001,1,166,1,SUCCESS
167,55,0x0001,1,167,1,SUCCESS
168,65,0x0001,1,168,1,SUCCESS
169,66,0x0001,1,169,1,SUCCESS
170,58,0x0001,1,170,1,SUCCESS
171,53,0x0001,1,171,1,SUCCESS
172,51,0x0001,1,172,1,SUCCESS
173,50,0x0001,1,173,1,SUCCESS
174,54,0x0001,1,174,1,SUCCESS
175,51,0x0001,1,175,1,SUCCESS
176,52,0x0001,1,176,1,SUCCESS
177,51,0x0001,1,177,1,SUCCESS
178,53,0x0001,1,178,1,SUCCESS
179,48,0x0001,1,179,1,SUCCESS
180,53,0x0001,1,180,1,SUCCESS
181,54,0x0001,1,181,1,SUCCESS
182,51,0x0001,1,182,1,SUCCESS
183,57,0x0001,1,183,1,SUCCESS
184,53,0x0001,1,184,1,SUCCESS
185,59,0x0001,1,185,1,SUCCESS
186,55,0x0001,1,186,1,SUCCESS
187,50,0x0001,1,187,1,SUCCESS
188,53,0x0001,1,188,1,SUCCESS
189,53,0x0001,1,189,1,SUCCESS
190,48,0x0001,1,190,1,SUCCESS
191,53,0x0001,1,191,1,SUCCESS
192,49,0x0001,1,192,1,SUCCESS
193,51,0x0001,1,193,1,SUCCESS
194,49,0x0001,1,194,1,SUCCESS
195,51,0x0001,1,195,1,SUCCESS
196,52,0x0001,1,196,1,SUCCESS
197,52,0x0001,1,197,1,SUCCESS
198,58,0x0001,1,198,1,SUCCESS
199,56,0x0001,1,199,1,SUCCESS
200,55,0x0001,1,200,1,SUCCESS
201,52,0x0001,1,201,1,SUCCESS
202,59,0x0001,1,202,1,SUCCESS
203,49,0x0001,1,203,1,SUCCESS
204,48,0x0001,1,204,1,SUCCESS
205,51,0x0001,1,205,1,SUCCESS
206,46,0x0001,1,206,1,SUCCESS
207,48,0x0001,1,207,1,SUCCESS
208,47,0x0001,1,208,1,SUCCESS
209,49,0x0001,1,209,1,SUCCESS
210,48,0x0001,1,210,1,SUCCESS
211,46,0x0001,1,211,1,SUCCESS
212,46,0x0001,1,212,1,SUCCESS
213,43,0x0001,1,213,1,SUCCESS
214,46,0x0001,1,214,1,SUCCESS
215,47,0x0001,1,215,1,SUCCESS
216,51,0x0001,1,216,1,SUCCESS
217,48,0x0001,1,217,1,SUCCESS
218,48,0x0001,1,218,1,SUCCESS
219,45,0x0001,1,219,1,SUCCESS
220,45,0x0001,1,220,1,SUCCESS
221,47,0x0001,1,221,1,SUCCESS
222,40,0x0001,1,222,1,SUCCESS
223,55,0x0001,1,223,1,SUCCESS
224,54,0x0001,1,224,1,SUCCESS
225,53,0x0001,1,225,1,SUCCESS
226,52,0x0001,1,226,1,SUCCESS
227,42,0x0001,1,227,1,SUCCESS
228,43,0x0001,1,228,1,SUCCESS
229,48,0x0001,1,229,1,SUCCESS
230,50,0x0001,1,230,1,SUCCESS
231,57,0x0001,1,231,1,SUCCESS
232,59,0x0001,1,232,1,SUCCESS
233,58,0x0001,1,233,1,SUCCESS
234,65,0x0001,1,234,1,SUCCESS
235,56,0x0001,1,235,1,SUCCESS
236,49,0x0001,1,236,1,SUCCESS
237,55,0x0001,1,237,1,SUCCESS
238,50,0x0001,1,238,1,SUCCESS
239,55,0x0001,1,239,1,SUCCESS
240,46,0x0001,1,240,1,SUCCESS
241,49,0x0001,1,241,1,SUCCESS
242,49,0x0001,1,242,1,SUCCESS
243,46,0x0001,1,243,1,SUCCESS
244,52,0x0001,1,244,1,SUCCESS
245,51,0x0001,1,245,1,SUCCESS
246,52,0x0001,1,246,1,SUCCESS
247,54,0x0001,1,247,1,SUCCESS
248,53,0x0001,1,248,1,SUCCESS
249,46,0x0001,1,249,1,SUCCESS
250,49,0x0001,1,250,1,SUCCESS
