block_index,distance[cm],mac_address,n_measurements,sequence_number,session_handle,status
0,309,0x0000,1,0,1,SUCCESS
1,286,0x0000,1,1,1,SUCCESS
2,359,0x0000,1,2,1,SUCCESS
3,386,0x0000,1,3,1,SUCCESS
4,313,0x0000,1,4,1,SUCCESS
5,288,0x0000,1,5,1,SUCCESS
6,299,0x0000,1,6,1,SUCCESS
7,274,0x0000,1,7,1,SUCCESS
8,309,0x0000,1,8,1,SUCCESS
9,310,0x0000,1,9,1,SUCCESS
10,266,0x0000,1,10,1,SUCCESS
11,273,0x0000,1,11,1,SUCCESS
12,282,0x0000,1,12,1,SUCCESS
13,293,0x0000,1,13,1,SUCCESS
14,300,0x0000,1,14,1,SUCCESS
15,275,0x0000,1,15,1,SUCCESS
16,485,0x0000,1,16,1,SUCCESS
17,284,0x0000,1,17,1,SUCCESS
18,349,0x0000,1,18,1,SUCCESS
19,333,0x0000,1,19,1,SUCCESS
20,282,0x0000,1,20,1,SUCCESS
21,298,0x0000,1,21,1,SUCCESS
22,295,0x0000,1,22,1,SUCCESS
23,275,0x0000,1,23,1,SUCCESS
24,363,0x0000,1,24,1,SUCCESS
25,291,0x0000,1,25,1,SUCCESS
26,289,0x0000,1,26,1,SUCCESS
27,283,0x0000,1,27,1,SUCCESS
28,292,0x0000,1,28,1,SUCCESS
29,280,0x0000,1,29,1,SUCCESS
30,287,0x0000,1,30,1,SUCCESS
31,289,0x0000,1,31,1,SUCCESS
32,363,0x0000,1,32,1,SUCCESS
33,333,0x0000,1,33,1,SUCCESS
34,296,0x0000,1,34,1,SUCCESS
35,305,0x0000,1,35,1,SUCCESS
36,289,0x0000,1,36,1,SUCCESS
37,274,0x0000,1,37,1,SUCCESS
38,270,0x0000,1,38,1,SUCCESS
39,279,0x0000,1,39,1,SUCCESS
40,282,0x0000,1,40,1,SUCCESS
41,269,0x0000,1,41,1,SUCCESS
42,284,0x0000,1,42,1,SUCCESS
43,287,0x0000,1,43,1,SUCCESS
44,285,0x0000,1,44,1,SUCCESS
45,286,0x0000,1,45,1,SUCCESS
46,287,0x0000,1,46,1,SUCCESS
47,281,0x0000,1,47,1,SUCCESS
48,281,0x0000,1,48,1,SUCCESS
49,289,0x0000,1,49,1,SUCCESS
50,282,0x0000,1,50,1,SUCCESS
51,280,0x0000,1,51,1,SUCCESS
52,283,0x0000,1,52,1,SUCCESS
53,276,0x0000,1,53,1,SUCCESS
54,279,0x0000,1,54,1,SUCCESS
55,279,0x0000,1,55,1,SUCCESS
56,287,0x0000,1,56,1,SUCCESS
57,283,0x0000,1,57,1,SUCCESS
58,276,0x0000,1,58,1,SUCCESS
59,282,0x0000,1,59,1,SUCCESS
60,282,0x0000,1,60,1,SUCCESS
61,276,0x0000,1,61,1,SUCCESS
62,281,0x0000,1,62,1,SUCCESS
63,285,0x0000,1,63,1,SUCCESS
64,279,0x0000,1,64,1,SUCCESS
65,275,0x0000,1,65,1,SUCCESS
66,287,0x0000,1,66,1,SUCCESS
67,288,0x0000,1,67,1,SUCCESS
68,268,0x0000,1,68,1,SUCCESS
69,275,0x0000,1,69,1,SUCCESS
70,277,0x0000,1,70,1,SUCCESS
71,274,0x0000,1,71,1,SUCCESS
72,273,0x0000,1,72,1,SUCCESS
73,270,0x0000,1,73,1,SUCCESS
74,279,0x0000,1,74,1,SUCCESS
75,277,0x0000,1,75,1,SUCCESS
76,283,0x0000,1,76,1,SUCCESS
77,278,0x0000,1,77,1,SUCCESS
78,287,0x0000,1,78,1,SUCCESS
79,285,0x0000,1,79,1,SUCCESS
80,281,0x0000,1,80,1,SUCCESS
81,281,0x0000,1,81,1,SUCCESS
82,286,0x0000,1,82,1,SUCCESS
83,283,0x0000,1,83,1,SUCCESS
84,284,0x0000,1,84,1,SUCCESS
85,280,0x0000,1,85,1,SUCCESS
86,283,0x0000,1,86,1,SUCCESS
87,290,0x0000,1,87,1,SUCCESS
88,285,0x0000,1,88,1,SUCCESS
89,289,0x0000,1,89,1,SUCCESS
90,276,0x0000,1,90,1,SUCCESS
91,275,0x0000,1,91,1,SUCCESS
92,286,0x0000,1,92,1,SUCCESS
93,284,0x0000,1,93,1,SUCCESS
94,280,0x0000,1,94,1,SUCCESS
95,281,0x0000,1,95,1,SUCCESS
96,289,0x0000,1,96,1,SUCCESS
97,280,0x0000,1,97,1,SUCCESS
98,288,0x0000,1,98,1,SUCCESS
99,281,0x0000,1,99,1,SUCCESS
100,284,0x0000,1,100,1,SUCCESS
101,282,0x0000,1,101,1,SUCCESS
102,286,0x0000,1,102,1,SUCCESS
103,281,0x0000,1,103,1,SUCCESS
104,283,0x0000,1,104,1,SUCCESS
105,283,0x0000,1,105,1,SUCCESS
106,281,0x0000,1,106,1,SUCCESS
107,282,0x0000,1,107,1,SUCCESS
108,283,0x0000,1,108,1,SUCCESS
109,280,0x0000,1,109,1,SUCCESS
110,275,0x0000,1,110,1,SUCCESS
111,276,0x0000,1,111,1,SUCCESS
112,281,0x0000,1,112,1,SUCCESS
113,287,0x0000,1,113,1,SUCCESS
114,288,0x0000,1,114,1,SUCCESS
115,284,0x0000,1,115,1,SUCCESS
116,283,0x0000,1,116,1,SUCCESS
117,281,0x0000,1,117,1,SUCCESS
118,283,0x0000,1,118,1,SUCCESS
119,283,0x0000,1,119,1,SUCCESS
120,280,0x0000,1,120,1,SUCCESS
121,296,0x0000,1,121,1,SUCCESS
122,286,0x0000,1,122,1,SUCCESS
123,516,0x0000,1,123,1,SUCCESS
124,302,0x0000,1,124,1,SUCCESS
125,312,0x0000,1,125,1,SUCCESS
126,280,0x0000,1,126,1,SUCCESS
127,286,0x0000,1,127,1,SUCCESS
128,286,0x0000,1,128,1,SUCCESS
129,287,0x0000,1,129,1,SUCCESS
130,290,0x0000,1,130,1,SUCCESS
131,275,0x0000,1,131,1,SUCCESS
132,360,0x0000,1,132,1,SUCCESS
133,283,0x0000,1,133,1,SUCCESS
134,278,0x0000,1,134,1,SUCCESS
135,450,0x0000,1,135,1,SUCCESS
136,281,0x0000,1,136,1,SUCCESS
137,282,0x0000,1,137,1,SUCCESS
138,277,0x0000,1,138,1,SUCCESS
139,281,0x0000,1,139,1,SUCCESS
140,282,0x0000,1,140,1,SUCCESS
141,283,0x0000,1,141,1,SUCCESS
142,286,0x0000,1,142,1,SUCCESS
143,351,0x0000,1,143,1,SUCCESS
144,284,0x0000,1,144,1,SUCCESS
145,312,0x0000,1,145,1,SUCCESS
146,288,0x0000,1,146,1,SUCCESS
147,351,0x0000,1,147,1,SUCCESS
148,344,0x0000,1,148,1,SUCCESS
149,341,0x0000,1,149,1,SUCCESS
150,338,0x0000,1,150,1,SUCCESS
151,289,0x0000,1,151,1,SUCCESS
152,284,0x0000,1,152,1,SUCCESS
153,281,0x0000,1,153,1,SUCCESS
154,282,0x0000,1,154,1,SUCCESS
155,281,0x0000,1,155,1,SUCCESS
156,280,0x0000,1,156,1,SUCCESS
157,282,0x0000,1,157,1,SUCCESS
158,276,0x0000,1,158,1,SUCCESS
159,281,0x0000,1,159,1,SUCCESS
160,278,0x0000,1,160,1,SUCCESS
161,278,0x0000,1,161,1,SUCCESS
162,281,0x0000,1,162,1,SUCCESS
163,282,0x0000,1,163,1,SUCCESS
164,280,0x0000,1,164,1,SUCCESS
165,280,0x0000,1,165,1,SUCCESS
166,283,0x0000,1,166,1,SUCCESS
167,285,0x0000,1,167,1,SUCCESS
168,277,0x0000,1,168,1,SUCCESS
169,296,0x0000,1,169,1,SUCCESS
170,289,0x0000,1,170,1,SUCCESS
171,283,0x0000,1,171,1,SUCCESS
172,286,0x0000,1,172,1,SUCCESS
173,333,0x0000,1,173,1,SUCCESS
174,283,0x0000,1,174,1,SUCCESS
175,282,0x0000,1,175,1,SUCCESS
176,279,0x0000,1,176,1,SUCCESS
177,277,0x0000,1,177,1,SUCCESS
178,278,0x0000,1,178,1,SUCCESS
179,281,0x0000,1,179,1,SUCCESS
180,279,0x0000,1,180,1,SUCCESS
181,279,0x0000,1,181,1,SUCCESS
182,276,0x0000,1,182,1,SUCCESS
183,324,0x0000,1,183,1,SUCCESS
184,313,0x0000,1,184,1,SUCCESS
185,298,0x0000,1,185,1,SUCCESS
186,304,0x0000,1,186,1,SUCCESS
187,284,0x0000,1,187,1,SUCCESS
188,344,0x0000,1,188,1,SUCCESS
189,281,0x0000,1,189,1,SUCCESS
