Addr,Block,CFO_100ppm,D_cm,LAoA_deg,LFoM,LPDoA_deg,RAoA_deg,Session Stopped,Status
0x0001,0,,,,,,,,Err
0x0002,0,667,282,0.0,0,0.0,0.0,,Ok
0x0001,1,,,,,,,,Err
0x0002,1,655,284,0.0,0,0.0,0.0,,Ok
0x0001,2,,,,,,,,Err
0x0002,2,643,286,0.0,0,0.0,0.0,,Ok
0x0001,3,,,,,,,,Err
0x0002,3,652,280,0.0,0,0.0,0.0,,Ok
0x0001,4,,,,,,,,Err
0x0002,4,657,281,0.0,0,0.0,0.0,,Ok
0x0001,5,,,,,,,,Err
0x0002,5,672,284,0.0,0,0.0,0.0,,Ok
0x0001,6,,,,,,,,Err
0x0002,6,685,283,0.0,0,0.0,0.0,,Ok
0x0001,7,,,,,,,,Err
0x0002,7,655,284,0.0,0,0.0,0.0,,Ok
0x0001,8,,,,,,,,Err
0x0002,8,685,279,0.0,0,0.0,0.0,,Ok
0x0001,9,,,,,,,,Err
0x0002,9,670,282,0.0,0,0.0,0.0,,Ok
0x0001,10,,,,,,,,Err
0x0002,10,660,281,0.0,0,0.0,0.0,,Ok
0x0001,11,,,,,,,,Err
0x0002,11,663,280,0.0,0,0.0,0.0,,Ok
0x0001,12,,,,,,,,Err
0x0002,12,664,278,0.0,0,0.0,0.0,,Ok
0x0001,13,,,,,,,,Err
0x0002,13,676,283,0.0,0,0.0,0.0,,Ok
0x0001,14,,,,,,,,Err
0x0002,14,669,281,0.0,0,0.0,0.0,,Ok
0x0001,15,,,,,,,,Err
0x0002,15,657,280,0.0,0,0.0,0.0,,Ok
0x0001,16,,,,,,,,Err
0x0002,16,707,286,0.0,0,0.0,0.0,,Ok
0x0001,17,,,,,,,,Err
0x0002,17,713,285,0.0,0,0.0,0.0,,Ok
0x0001,18,,,,,,,,Err
0x0002,18,546,282,0.0,0,0.0,0.0,,Ok
0x0001,19,,,,,,,,Err
0x0002,19,546,283,0.0,0,0.0,0.0,,Ok
0x0001,20,,,,,,,,Err
0x0002,20,573,215,0.0,0,0.0,0.0,,Ok
0x0001,21,,,,,,,,Err
0x0002,21,561,286,0.0,0,0.0,0.0,,Ok
0x0001,22,,,,,,,,Err
0x0002,22,542,283,0.0,0,0.0,0.0,,Ok
0x0001,23,,,,,,,,Err
0x0002,23,625,284,0.0,0,0.0,0.0,,Ok
0x0001,24,,,,,,,,Err
0x0002,24,619,283,0.0,0,0.0,0.0,,Ok
0x0001,25,,,,,,,,Err
0x0002,25,636,280,0.0,0,0.0,0.0,,Ok
0x0001,26,,,,,,,,Err
0x0002,26,606,282,0.0,0,0.0,0.0,,Ok
0x0001,27,,,,,,,,Err
0x0002,27,612,277,0.0,0,0.0,0.0,,Ok
0x0001,28,,,,,,,,Err
0x0002,28,603,282,0.0,0,0.0,0.0,,Ok
0x0001,29,,,,,,,,Err
0x0002,29,606,283,0.0,0,0.0,0.0,,Ok
0x0001,30,,,,,,,,Err
0x0002,30,630,276,0.0,0,0.0,0.0,,Ok
0x0001,31,,,,,,,,Err
0x0002,31,602,282,0.0,0,0.0,0.0,,Ok
0x0001,32,,,,,,,,Err
0x0002,32,633,281,0.0,0,0.0,0.0,,Ok
0x0001,33,,,,,,,,Err
0x0002,33,627,283,0.0,0,0.0,0.0,,Ok
0x0001,34,,,,,,,,Err
0x0002,34,619,280,0.0,0,0.0,0.0,,Ok
0x0001,35,,,,,,,,Err
0x0002,35,643,281,0.0,0,0.0,0.0,,Ok
0x0001,36,,,,,,,,Err
